fold,item,actual_category,guess_category,correct,bird_sim,building_sim,clothing_sim,fish_sim,fruit_sim,furniture_sim,invertebrate_sim,kitchen_sim,mammal_sim,musical_instrument_sim,plant_sim,reptile_sim,room_sim,tool_sim,toy_sim,UNKNOWN_sim,vegetable_sim,vehicle_sim,weapon_sim
0,owl,bird,bird,1,0.613,-0.011,-0.008,0.002,-0.004,-0.013,0.204,-0.010,0.182,-0.005,-0.000,0.069,-0.005,-0.007,-0.002,0.003,-0.000,0.029,-0.009
0,broccoli,vegetable,vegetable,1,0.005,-0.010,-0.010,0.059,0.162,-0.011,0.085,-0.009,-0.002,-0.005,0.253,0.300,-0.005,-0.010,-0.008,0.075,0.758,0.010,-0.008
0,bottle,kitchen,kitchen,1,-0.000,-0.001,-0.004,-0.005,0.015,0.056,0.002,0.213,-0.009,-0.003,0.037,0.056,-0.005,0.069,0.050,0.158,0.045,-0.000,0.001
0,mandarin,fruit,fruit,1,0.009,0.054,-0.001,0.042,0.720,0.015,0.079,0.018,0.023,0.008,0.000,0.011,-0.006,0.013,0.097,0.104,0.117,0.001,0.007
0,cathedral,building,building,1,0.044,0.275,-0.011,0.008,-0.001,0.024,0.044,0.008,0.109,0.023,0.016,0.024,0.043,0.001,0.005,0.024,-0.007,0.132,0.017
0,sweater,clothing,clothing,1,-0.002,-0.002,0.563,-0.005,-0.006,0.020,0.004,0.000,-0.008,-0.005,-0.007,-0.007,-0.005,0.010,0.035,-0.002,-0.007,-0.007,-0.005
0,rifle,weapon,weapon,1,-0.004,0.009,0.035,0.013,-0.007,0.030,0.001,0.069,0.002,0.027,0.011,0.042,-0.006,0.145,0.049,0.067,0.001,0.061,0.656
0,mouse,mammal,mammal,1,0.100,0.117,0.006,0.098,0.056,0.006,0.191,-0.001,0.426,0.017,0.009,0.245,-0.007,0.011,0.068,0.090,0.048,0.008,0.020
0,turkey,bird,bird,1,0.505,0.058,-0.012,0.058,0.023,0.002,0.097,-0.002,0.189,0.009,0.004,0.073,0.014,-0.007,-0.003,0.030,0.031,0.065,0.003
0,chain,UNKNOWN,tool,0,-0.006,0.088,0.105,0.010,-0.005,0.126,0.015,0.243,0.003,0.082,0.020,0.032,-0.005,0.377,0.170,0.267,0.006,0.101,0.199
0,escalator,room,kitchen,0,0.007,0.040,0.011,0.013,-0.004,0.053,0.024,0.129,0.009,0.044,-0.007,-0.007,-0.005,0.123,0.049,0.062,0.005,0.036,0.067
0,woodpecker,bird,bird,1,0.697,-0.011,-0.011,0.013,-0.007,-0.013,0.196,-0.007,0.136,0.006,-0.007,0.104,-0.005,-0.010,-0.009,-0.015,-0.007,0.048,0.002
0,mink,mammal,mammal,1,0.063,0.080,0.028,0.073,0.043,0.058,0.158,-0.003,0.546,0.003,-0.001,0.216,-0.006,0.015,0.051,0.075,0.026,0.039,0.017
0,walnut,plant,UNKNOWN,0,0.023,0.028,0.005,0.187,0.123,0.003,0.250,-0.008,0.101,-0.001,0.016,0.073,-0.005,0.035,0.066,0.257,0.191,-0.006,0.020
0,cushion,furniture,furniture,1,0.002,0.031,0.114,0.021,0.047,0.229,0.047,0.024,0.015,0.004,-0.007,0.005,-0.006,0.013,0.082,0.086,0.017,-0.004,0.002
0,slingshot,weapon,weapon,1,-0.006,0.105,-0.012,0.004,-0.007,0.113,-0.009,0.003,0.003,0.035,-0.008,0.018,0.011,0.056,0.124,0.036,-0.008,0.045,0.445
0,blueberry,fruit,fruit,1,0.047,0.090,0.026,0.176,0.589,0.047,0.188,0.055,0.044,0.020,-0.007,0.028,-0.005,0.044,0.205,0.233,0.180,-0.001,0.015
0,cello,musical_instrument,musical_instrument,1,0.029,0.280,-0.002,0.004,-0.002,0.226,0.028,0.022,0.072,0.682,0.010,0.015,0.050,0.080,0.159,0.074,-0.006,0.140,0.072
0,rattle,toy,toy,1,-0.002,-0.008,-0.002,-0.004,0.019,0.027,-0.003,0.109,-0.007,0.010,0.007,-0.006,-0.004,0.108,0.109,0.098,0.007,0.012,0.047
0,sled,toy,toy,1,-0.004,0.240,0.036,-0.005,-0.006,0.282,0.002,0.122,0.007,0.090,-0.007,-0.007,0.027,0.212,0.312,0.157,-0.007,0.156,0.111
0,missile,weapon,weapon,1,0.045,0.030,0.051,0.013,-0.005,0.044,0.055,0.088,0.018,0.024,0.009,0.042,-0.006,0.153,0.066,0.130,-0.000,0.125,0.510
0,starling,bird,bird,1,0.888,0.060,0.005,0.047,0.030,-0.004,0.314,-0.008,0.090,0.018,-0.007,0.081,-0.005,0.007,0.034,0.022,0.026,0.048,0.018
0,seal,mammal,fish,0,0.097,0.025,-0.013,0.392,0.018,-0.006,0.144,-0.007,0.369,0.002,-0.002,0.268,0.005,-0.010,-0.002,0.038,0.046,0.025,-0.003
0,celery,vegetable,vegetable,1,0.005,-0.008,0.022,0.070,0.152,-0.006,0.087,-0.007,0.000,0.000,0.265,0.291,-0.005,0.018,0.011,0.090,0.772,0.014,0.015
0,stove,kitchen,kitchen,1,-0.006,0.007,0.016,0.022,-0.007,0.123,-0.008,0.501,-0.009,0.018,-0.007,-0.007,-0.005,0.054,0.018,0.028,0.001,0.012,0.028
0,caterpillar,invertebrate,invertebrate,1,0.015,0.084,0.078,0.060,0.058,0.017,0.315,0.001,0.054,0.010,0.062,0.102,-0.005,0.051,0.099,0.067,0.075,0.011,0.040
0,closet,room,room,1,0.005,0.157,-0.003,0.034,0.026,0.232,0.068,0.039,0.017,0.001,-0.007,0.011,0.440,0.002,0.030,0.079,0.012,0.013,0.007
0,dish,kitchen,kitchen,1,-0.003,-0.010,0.045,-0.004,0.065,0.115,-0.000,0.400,-0.008,0.011,-0.006,-0.007,-0.005,0.073,0.201,0.174,0.032,-0.003,0.004
0,freezer,kitchen,room,0,0.027,0.116,-0.008,0.013,0.005,0.141,0.016,0.114,0.060,0.025,0.023,0.005,0.469,-0.002,-0.005,0.108,0.024,0.062,0.001
0,catfish,fish,fish,1,0.024,-0.010,-0.010,0.778,0.029,-0.011,0.149,-0.009,0.068,-0.005,-0.006,0.241,-0.005,-0.010,-0.008,0.041,0.074,-0.009,-0.008
