fold,item,actual_category,guess_category,correct,bird_sim,building_sim,clothing_sim,fish_sim,fruit_sim,furniture_sim,invertebrate_sim,kitchen_sim,mammal_sim,musical_instrument_sim,plant_sim,reptile_sim,room_sim,tool_sim,toy_sim,UNKNOWN_sim,vegetable_sim,vehicle_sim,weapon_sim
0,stereo,UNKNOWN,UNKNOWN,1,-0.001,-0.011,-0.001,0.009,-0.005,0.009,-0.008,0.043,-0.008,0.025,-0.007,-0.008,0.015,0.011,-0.009,0.065,-0.007,0.044,0.010
0,candle,furniture,toy,0,-0.004,-0.010,0.061,-0.005,-0.007,0.015,0.004,0.006,-0.009,-0.006,-0.007,-0.008,-0.008,0.023,0.083,0.007,-0.007,-0.006,-0.007
0,airplane,vehicle,invertebrate,0,0.340,0.062,-0.002,-0.000,-0.005,0.046,0.345,0.081,0.077,0.036,0.012,0.012,0.045,0.102,0.064,0.081,-0.002,0.328,0.076
0,cod,fish,fish,1,0.028,-0.008,-0.008,0.853,0.073,-0.009,0.130,-0.008,0.046,-0.004,0.053,0.188,-0.006,-0.008,-0.007,0.071,0.142,-0.004,-0.007
0,beets,vegetable,vegetable,1,0.003,0.009,-0.001,0.045,0.262,0.033,0.053,0.041,-0.005,0.004,0.058,-0.004,-0.008,0.033,0.097,0.094,0.626,-0.002,-0.009
0,sack,UNKNOWN,UNKNOWN,1,-0.005,0.015,0.006,-0.004,-0.005,-0.009,-0.006,0.051,-0.007,-0.004,-0.005,-0.006,-0.006,0.034,-0.007,0.063,-0.005,0.004,-0.007
0,trout,fish,fish,1,0.089,-0.007,-0.011,0.877,0.080,-0.007,0.139,-0.011,0.141,-0.005,0.055,0.297,-0.008,-0.011,-0.009,0.085,0.145,-0.005,-0.009
0,cranberry,fruit,fruit,1,0.013,0.076,-0.001,0.027,0.547,-0.005,0.089,-0.009,0.019,-0.004,-0.007,0.013,0.011,0.020,0.042,0.017,0.055,0.004,0.001
0,unicycle,vehicle,vehicle,1,-0.005,-0.008,-0.009,-0.004,-0.006,0.003,-0.007,-0.009,0.004,0.001,-0.005,-0.006,0.009,0.013,0.036,-0.014,-0.006,0.069,-0.007
0,dagger,weapon,weapon,1,0.008,0.085,-0.005,0.037,0.025,0.047,0.065,0.121,0.029,0.009,-0.007,0.030,0.030,0.283,0.070,0.112,0.012,0.035,0.648
0,lamb,mammal,mammal,1,0.112,-0.002,0.029,0.108,0.055,0.062,0.092,0.025,0.340,0.038,0.089,0.087,-0.003,-0.007,-0.010,0.126,0.150,0.009,-0.002
0,lantern,furniture,kitchen,0,-0.006,0.056,-0.003,-0.005,-0.005,0.072,-0.007,0.145,-0.008,0.013,-0.006,-0.007,0.015,0.110,0.062,0.078,-0.007,0.031,0.063
0,seal,mammal,fish,0,0.097,0.021,-0.011,0.428,0.026,-0.005,0.096,-0.007,0.368,0.011,0.029,0.297,-0.001,-0.011,-0.006,0.034,0.055,0.035,-0.007
0,cheese,UNKNOWN,vegetable,0,0.044,-0.009,0.015,0.178,0.159,0.032,0.105,0.003,0.028,0.005,0.077,0.003,-0.009,0.000,-0.004,0.148,0.235,0.001,-0.005
0,skillet,kitchen,kitchen,1,-0.006,0.027,0.019,-0.005,0.032,0.185,-0.008,0.527,-0.009,0.026,-0.006,-0.007,0.023,0.261,0.116,0.168,0.021,0.043,0.160
0,flea,invertebrate,invertebrate,1,0.080,0.185,0.009,0.108,0.079,0.023,0.361,-0.007,0.108,0.024,-0.007,0.091,0.060,0.033,0.079,0.079,0.050,0.022,0.035
0,shovel,tool,tool,1,-0.006,0.016,-0.005,-0.005,-0.007,0.066,-0.008,0.150,-0.009,0.012,-0.007,-0.008,0.013,0.423,0.049,0.086,-0.007,0.025,0.191
0,cougar,mammal,mammal,1,0.110,0.016,-0.008,0.035,-0.003,0.011,0.059,0.004,0.629,0.009,0.015,0.251,-0.003,0.003,0.019,0.013,0.001,0.144,0.060
0,pigeon,bird,bird,1,0.820,-0.010,-0.011,0.009,-0.007,-0.012,0.285,-0.011,0.168,-0.005,-0.006,0.055,-0.008,-0.011,-0.009,-0.006,-0.007,0.022,-0.004
0,harmonica,musical_instrument,musical_instrument,1,0.010,0.130,0.008,0.036,0.028,0.103,0.067,0.174,0.028,0.470,-0.005,0.020,0.065,0.253,0.125,0.218,0.013,0.082,0.150
0,finch,bird,bird,1,0.827,0.146,-0.005,0.073,0.079,0.007,0.356,-0.005,0.106,-0.001,-0.006,0.069,0.040,0.022,0.062,0.058,0.038,0.038,0.021
0,catfish,fish,fish,1,0.027,-0.009,-0.010,0.789,0.041,-0.010,0.109,-0.010,0.077,-0.005,0.030,0.263,-0.007,-0.010,-0.008,0.036,0.083,-0.003,-0.008
0,car,vehicle,vehicle,1,-0.006,0.054,0.035,-0.006,-0.006,0.012,0.003,0.011,0.014,-0.006,-0.007,-0.009,0.121,0.032,0.189,0.004,-0.008,0.588,0.008
0,minnow,fish,fish,1,0.067,0.174,-0.005,0.782,0.090,0.009,0.241,-0.005,0.208,-0.000,0.009,0.305,0.048,0.025,0.074,0.091,0.072,0.018,0.021
0,walnut,plant,UNKNOWN,0,0.029,0.035,0.006,0.169,0.183,0.001,0.227,-0.009,0.092,0.001,0.111,0.120,0.006,0.040,0.055,0.239,0.202,-0.004,0.019
0,ambulance,vehicle,vehicle,1,0.044,0.032,0.002,0.002,0.041,0.006,0.022,0.026,0.077,0.043,0.046,0.004,0.007,0.001,0.037,0.056,0.050,0.219,0.017
0,shelves,furniture,furniture,1,-0.005,0.425,-0.001,-0.004,-0.006,0.481,-0.007,0.183,-0.007,0.108,0.046,-0.006,0.308,0.218,0.212,0.235,-0.006,0.120,0.142
0,racquet,toy,musical_instrument,0,-0.006,0.086,0.004,-0.005,0.023,0.138,-0.008,0.115,-0.009,0.198,0.010,-0.007,0.013,0.156,0.135,0.105,0.009,0.044,0.103
0,pearl,UNKNOWN,UNKNOWN,1,0.077,0.084,0.034,0.037,0.143,0.102,0.112,0.113,0.089,0.063,0.064,0.023,0.023,0.069,0.182,0.312,0.133,0.049,0.031
0,shrimp,invertebrate,fish,0,0.102,0.224,0.003,0.529,0.235,0.025,0.392,0.012,0.212,0.032,0.098,0.296,0.057,0.031,0.077,0.230,0.246,0.089,0.024
0,chandelier,furniture,furniture,1,-0.007,-0.006,0.002,0.002,-0.005,0.062,-0.009,0.041,-0.008,0.002,-0.007,-0.008,0.004,0.012,0.003,0.049,-0.008,0.021,0.009
0,bison,mammal,mammal,1,0.128,0.115,0.008,0.084,0.010,0.021,0.080,0.013,0.631,0.062,0.067,0.199,0.023,0.004,0.005,0.083,0.021,0.170,0.004
0,dress,clothing,clothing,1,-0.005,-0.004,0.599,0.011,-0.000,0.016,0.021,0.002,-0.002,0.008,0.033,0.022,-0.008,0.065,0.058,0.054,0.009,0.040,0.043
0,nylons,clothing,clothing,1,-0.005,-0.012,0.311,-0.006,-0.008,0.010,0.007,0.007,-0.011,-0.005,-0.008,-0.009,-0.009,0.026,0.040,0.001,-0.008,-0.007,-0.002
0,pear,fruit,fruit,1,0.033,-0.008,0.011,0.116,0.746,0.046,0.119,0.005,0.015,0.003,0.252,0.218,-0.007,0.008,-0.008,0.080,0.353,0.019,-0.008
0,fawn,mammal,mammal,1,0.110,0.060,0.016,0.125,0.063,0.072,0.199,-0.010,0.480,-0.004,0.031,0.237,0.011,0.004,0.035,0.079,0.077,0.018,0.004
0,grenade,weapon,weapon,1,0.007,0.069,-0.004,0.033,0.124,0.068,0.088,0.076,0.025,0.012,0.154,0.205,0.023,0.097,0.139,0.135,0.168,0.042,0.318
0,shell,UNKNOWN,building,0,-0.003,0.077,0.074,-0.004,0.001,0.016,0.040,0.034,-0.004,-0.005,0.017,0.004,-0.006,0.063,0.076,0.047,-0.006,-0.005,0.060
0,wagon,vehicle,vehicle,1,-0.005,0.133,-0.004,-0.005,0.065,0.124,0.015,0.060,-0.005,0.038,0.012,-0.008,0.023,0.173,0.411,0.054,0.001,0.421,0.104
0,sledgehammer,tool,tool,1,0.005,0.296,0.039,0.006,-0.002,0.376,0.012,0.242,0.017,0.146,0.065,0.019,0.072,0.620,0.273,0.362,0.004,0.236,0.347
0,socks,clothing,clothing,1,-0.005,0.004,0.478,0.011,-0.007,0.021,0.007,0.020,-0.005,0.003,0.001,-0.008,-0.008,0.009,0.027,0.026,-0.003,-0.006,-0.007
0,garlic,vegetable,vegetable,1,0.036,0.034,-0.004,0.070,0.069,0.004,0.053,0.007,0.033,0.011,0.044,0.005,0.002,-0.007,0.006,0.102,0.120,0.001,-0.005
0,oriole,bird,bird,1,0.860,-0.008,0.001,0.021,0.010,-0.001,0.262,-0.009,0.030,0.012,-0.005,0.014,0.000,-0.004,-0.007,-0.011,0.029,0.024,0.006
0,cucumber,vegetable,vegetable,1,0.000,-0.004,0.057,0.043,0.237,0.020,0.068,0.006,-0.000,0.008,0.232,0.225,-0.008,0.062,0.034,0.048,0.675,0.038,0.039
0,accordion,musical_instrument,musical_instrument,1,-0.000,-0.008,0.021,-0.004,-0.005,-0.009,-0.006,-0.005,-0.007,0.687,-0.005,-0.006,0.019,-0.001,-0.007,0.035,-0.006,0.017,0.005
0,donkey,mammal,mammal,1,0.083,-0.011,0.012,0.036,-0.003,0.098,0.113,-0.011,0.680,-0.004,0.005,0.295,-0.008,-0.008,0.012,0.016,0.001,-0.006,-0.009
0,jacket,clothing,clothing,1,-0.004,-0.011,0.420,-0.005,-0.007,0.004,0.007,0.001,-0.010,-0.006,-0.007,-0.008,0.011,0.015,0.046,0.017,-0.008,-0.008,-0.001
0,rope,tool,tool,1,-0.006,-0.000,0.104,0.021,0.002,0.009,0.035,0.001,0.011,0.019,0.069,0.041,-0.007,0.107,0.060,0.069,0.019,0.044,0.081
0,alligator,reptile,reptile,1,0.050,-0.005,0.064,0.217,0.068,0.020,0.097,0.003,0.332,0.009,0.223,0.627,-0.009,0.099,0.039,0.032,0.170,0.045,0.074
0,inn,building,building,1,0.015,0.205,-0.007,0.052,0.041,0.002,0.097,-0.007,0.041,-0.002,-0.006,0.029,0.100,0.012,0.043,0.038,0.019,0.005,0.010
0,prune,fruit,fruit,1,0.009,0.074,-0.010,0.037,0.600,-0.004,0.070,-0.010,0.027,-0.004,-0.008,0.019,0.049,0.004,0.028,0.026,0.076,-0.001,0.003
0,balloon,toy,toy,1,0.014,0.023,0.100,-0.003,0.062,0.070,0.026,0.098,0.019,0.039,0.018,0.006,-0.001,0.080,0.219,0.128,0.031,0.118,0.002
